GO:0000307	B-like cyclin OS=Cucumis sativus OX=3659 GN=Csa_4G642510 PE=3 SV=1
GO:0005886	Calcium-transporting ATPase OS=Cucumis sativus OX=3659 GN=Csa_4G642520 PE=3 SV=1
GO:0005741	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G642530 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G642540 PE=4 SV=1
GO:0005737	GPN-loop GTPase 2 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G002670 PE=3 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G643070 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G643090 PE=4 SV=1
GO:0009691	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G643100 PE=3 SV=1
GO:0010073	WD_REPEATS_REGION domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G643110 PE=4 SV=1
GO:0005634	BZIP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G644670 PE=4 SV=1
GO:0005634	BHLH domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G645240 PE=4 SV=1
GO:0031090	Aa_trans domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G645260 PE=3 SV=1
GO:0005783	Squalene monooxygenase OS=Cucumis sativus OX=3659 GN=Csa_4G645290 PE=3 SV=1
GO:0005634	Transcription factor MYB36-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G002360 PE=4 SV=1
GO:0005634	Homeobox domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G645820 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G645830 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G645880 PE=4 SV=1
GO:0003677	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G645900 PE=4 SV=1
GO:0017018	Protein-serine/threonine phosphatase OS=Cucumis sativus OX=3659 GN=Csa_4G645920 PE=3 SV=1
GO:0016604	BRISC and BRCA1-A complex member 1 OS=Cucumis sativus OX=3659 GN=Csa_4G645930 PE=3 SV=1
GO:0043167	DUF1764 domain-containing protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G002260 PE=4 SV=1
GO:0005739	Oxidored_q6 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G645960 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G645980 PE=3 SV=1
GO:0000118	Histone deacetylase OS=Cucumis sativus OX=3659 GN=Csa_4G645990 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G646000 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G646010 PE=4 SV=1
GO:0005737	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G646020 PE=4 SV=1
GO:0008270	GATA-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G646060 PE=4 SV=1
GO:0016020	DUF4408 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G646070 PE=4 SV=1
GO:0005886	LEA_2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G646080 PE=4 SV=1
GO:0046507	UDP-sulfoquinovose synthase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G002150 PE=3 SV=1
GO:0005743	AAA domain-containing protein OS=Carpinus fangiana OX=176857 GN=FH972_017965 PE=3 SV=1
GO:0005634	C2H2-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G646130 PE=4 SV=1
GO:0004553	Cell wall invertase 1 OS=Cucumis sativus OX=3659 GN=Csa_4G646140 PE=2 SV=1
GO:0045174	Glutaredoxin-C6-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G002100 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G646170 PE=3 SV=1
GO:0005634	Cytokinin riboside 5'-monophosphate phosphoribohydrolase OS=Cucumis sativus OX=3659 GN=Csa_4G646190 PE=3 SV=1
GO:0005769	Probable magnesium transporter OS=Cucumis sativus OX=3659 GN=Csa_4G646200 PE=3 SV=1
GO:0008173	uncharacterized protein LOC103493673 OS=Cucumis melo OX=3656 GN=LOC103493673 PE=3 SV=1
GO:0000139	Conserved oligomeric Golgi complex subunit 8 OS=Cucumis sativus OX=3659 GN=Csa_4G646230 PE=3 SV=1
GO:0016020	Microtubule associated protein (Ase1) OS=Cucumis sativus OX=3659 GN=Csa_4G646240 PE=4 SV=1
GO:0071013	PPIase cyclophilin-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G646250 PE=4 SV=1
GO:0046872	DDE Tnp4 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G646260 PE=3 SV=1
GO:0003729	RRM domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G646270 PE=4 SV=1
GO:0004674	serine/threonine-protein kinase tricorner isoform X1 OS=Cucumis melo OX=3656 GN=LOC103493678 PE=4 SV=1
GO:0005615	Aminopeptidase OS=Cucumis sativus OX=3659 GN=Csa_4G646300 PE=3 SV=1
GO:0030794	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G646310 PE=4 SV=1
GO:0005615	Aminopeptidase OS=Cucumis sativus OX=3659 GN=Csa_4G646320 PE=3 SV=1
GO:0005730	SAM_MT_RSMB_NOP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G646330 PE=3 SV=1
GO:0051082	Uncharacterized protein OS=Gossypium schwendimanii OX=34291 GN=Goshw_023427 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G646360 PE=3 SV=1
GO:0003700	RWP-RK domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G646380 PE=4 SV=1
GO:0003700	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G646390 PE=4 SV=1
GO:0005739	CN hydrolase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G646400 PE=3 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G646410 PE=3 SV=1
GO:0005737	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G647410 PE=3 SV=1
GO:0005886	Mechanosensitive ion channel protein OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G001830 PE=3 SV=1
GO:0005886	Mechanosensitive ion channel protein OS=Cucumis sativus OX=3659 GN=Csa_4G647440 PE=3 SV=1
GO:0005886	Mechanosensitive ion channel protein 10-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G001770 PE=4 SV=1
GO:0005778	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G647470 PE=3 SV=1
GO:0009535	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G647480 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G648010 PE=4 SV=1
GO:0009535	HMA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G648020 PE=3 SV=1
GO:0016020	Erecta OS=Cucumis sativus OX=3659 GN=ECTA PE=2 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G648530 PE=4 SV=1
GO:0009570	Chalcone_isomerase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G648540 PE=3 SV=1
GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G648550 PE=3 SV=1
GO:0005886	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G648560 PE=4 SV=1
GO:0010231	G-protein coupled receptor 1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G001650 PE=4 SV=1
GO:0016020	Smr domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G649590 PE=4 SV=1
GO:0043231	DYW_deaminase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G649600 PE=3 SV=1
GO:0005634	SAM domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G649610 PE=4 SV=1
GO:0005634	AP2/ERF domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G649620 PE=4 SV=1
GO:0003723	PORR domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G649630 PE=4 SV=1
GO:0016020	3-ketoacyl-CoA synthase OS=Cucumis sativus OX=3659 GN=Csa_4G649640 PE=3 SV=1
GO:0005737	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G650180 PE=4 SV=1
GO:0004842	F-box domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G650190 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G650200 PE=3 SV=1
GO:0005886	histidine kinase 5 OS=Cucumis melo OX=3656 GN=LOC103493722 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G650230 PE=3 SV=1
GO:0004722	Protein-serine/threonine phosphatase OS=Cucumis sativus OX=3659 GN=Csa_4G651230 PE=3 SV=1
GO:0016020	uncharacterized protein LOC103493902 OS=Cucumis melo OX=3656 GN=LOC103493902 PE=4 SV=1
GO:0016020	DUF1336 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G651740 PE=4 SV=1
GO:0004190	aspartyl protease family protein At5g10770-like OS=Cucumis melo OX=3656 GN=LOC103493725 PE=4 SV=1
GO:0005576	Peroxidase OS=Cucumis sativus OX=3659 GN=Csa_4G651760 PE=3 SV=1
GO:0000940	Protein FAM33A OS=Cucumis sativus OX=3659 GN=Csa_4G651780 PE=3 SV=1
GO:0043229	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G651790 PE=4 SV=1
GO:0016020	uncharacterized transporter C405.03c-like OS=Cucumis melo OX=3656 GN=LOC103493733 PE=3 SV=1
GO:0072546	ER membrane protein complex subunit 4 OS=Cucumis sativus OX=3659 GN=Csa_4G651820 PE=3 SV=1
GO:0004601	Glutathione peroxidase OS=Cucumis sativus OX=3659 GN=Csa_4G651840 PE=3 SV=1
GO:0016020	MI domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G651850 PE=4 SV=1
GO:0005654	Protein-serine/threonine phosphatase OS=Cucumis sativus OX=3659 GN=Csa_4G651860 PE=3 SV=1
GO:0005739	pentatricopeptide repeat-containing protein At4g31850, chloroplastic isoform X1 OS=Cucumis melo OX=3656 GN=LOC103493741 PE=4 SV=1
GO:0000178	Nuclear nucleic acid-binding protein C1D OS=Cucumis sativus OX=3659 GN=Csa_4G651890 PE=3 SV=1
GO:0000139	Transmembrane 9 superfamily member OS=Cucumis sativus OX=3659 GN=Csa_4G651910 PE=3 SV=1
GO:0000139	Transmembrane 9 superfamily member OS=Cucumis sativus OX=3659 GN=Csa_4G651920 PE=3 SV=1
GO:0003824	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G651930 PE=4 SV=1
GO:0003860	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G651940 PE=3 SV=1
GO:0005665	DNA-directed RNA polymerase subunit beta OS=Cucumis sativus OX=3659 GN=Csa_4G651950 PE=3 SV=1
GO:0005737	Chorismate mutase OS=Cucumis melo OX=3656 GN=LOC103493750 PE=4 SV=1
GO:0045905	eIF-5a domain-containing protein OS=Ensete ventricosum OX=4639 GN=B296_00027428 PE=4 SV=1
GO:0008152	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G651980 PE=4 SV=1
GO:0005634	WRKY domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G652000 PE=4 SV=1
GO:0016020	Non-specific serine/threonine protein kinase OS=Cucumis sativus OX=3659 GN=Csa_4G652020 PE=3 SV=1
GO:0005669	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G652030 PE=3 SV=1
GO:0016020	cytochrome b561, DM13 and DOMON domain-containing protein At5g54830 OS=Cucumis melo OX=3656 GN=LOC103493759 PE=4 SV=1
GO:0000427	SHSP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G138480 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G138500 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139010 PE=3 SV=1
GO:0005886	NDR1/HIN1-like protein OS=Cucumis sativus OX=3659 GN=Csa_5G139020 PE=4 SV=1
GO:0005634	MPN domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139050 PE=3 SV=1
GO:0000139	Endopeptidase S2P OS=Cucumis sativus OX=3659 GN=Csa_5G139060 PE=4 SV=1
GO:0098869	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139070 PE=4 SV=1
GO:0009706	Mitochondrial import inner membrane translocase subunit TIM22-like OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold44G00150 PE=4 SV=1
GO:0005634	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139090 PE=4 SV=1
GO:0009733	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139100 PE=3 SV=1
GO:0005737	Pyridoxal reductase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold376G00210 PE=4 SV=1
GO:0016020	Rab-GAP TBC domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139150 PE=4 SV=1
GO:0005886	(1-
GO:0000785	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139190 PE=4 SV=1
GO:0005634	Dof-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139210 PE=4 SV=1
GO:0006109	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139220 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139260 PE=4 SV=1
GO:0005737	AAA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139270 PE=3 SV=1
GO:0005741	AAA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139280 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139300 PE=3 SV=1
GO:0009507	Nephrocystin-3 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold376G00400 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139360 PE=4 SV=1
GO:0005737	CS domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139440 PE=4 SV=1
GO:0005634	CCT domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139450 PE=4 SV=1
GO:0005739	Succinate dehydrogenase assembly factor 4, mitochondrial OS=Cucumis sativus OX=3659 GN=Csa_5G139490 PE=3 SV=1
GO:0005829	PABS domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139500 PE=3 SV=1
GO:0016020	Cyclic nucleotide-binding domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139510 PE=4 SV=1
GO:0003677	J domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139530 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139540 PE=3 SV=1
GO:0009534	AAA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139560 PE=3 SV=1
GO:0005634	RRM domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139570 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139580 PE=4 SV=1
GO:0043231	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139590 PE=4 SV=1
GO:0005886	Bidirectional sugar transporter SWEET OS=Cucumis sativus OX=3659 GN=Csa_5G139600 PE=3 SV=1
GO:0005634	R3 MYB transcription factor OS=Cucumis sativus OX=3659 GN=TRY PE=2 SV=1
GO:0005743	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139620 PE=3 SV=1
GO:0005634	AP2/ERF domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139630 PE=4 SV=1
GO:0016459	TH1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139650 PE=4 SV=1
GO:0016020	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139660 PE=4 SV=1
GO:0000813	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139700 PE=4 SV=1
GO:0000139	Hexosyltransferase OS=Cucumis sativus OX=3659 GN=Csa_5G139710 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139720 PE=3 SV=1
GO:0005576	Glyco_hydro_18 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139730 PE=3 SV=1
GO:0005576	ORF 1 OS=Cucumis sativus OX=3659 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139780 PE=3 SV=1
GO:0031298	protein timeless homolog OS=Cucumis melo OX=3656 GN=LOC103482934 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139800 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139810 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139820 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139840 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139860 PE=4 SV=1
GO:0005741	AAA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139870 PE=4 SV=1
GO:0005730	KH domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139880 PE=3 SV=1
GO:0005737	F-box domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G139890 PE=4 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G139900 PE=4 SV=1
GO:0005783	Trafficking protein particle complex subunit OS=Cucumis sativus OX=3659 GN=Csa_5G139910 PE=3 SV=1
GO:0005634	WRKY transcription factor OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold376G00900 PE=4 SV=1
GO:0009507	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G140440 PE=4 SV=1
GO:0046872	HMA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G140450 PE=4 SV=1
GO:0005737	HTH myb-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G140460 PE=4 SV=1
GO:0005829	CbiA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G140490 PE=3 SV=1
GO:0003723	RRM domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G140500 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G140510 PE=4 SV=1
GO:0005634	GRAS domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G140530 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G141030 PE=4 SV=1
GO:0005576	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G141040 PE=3 SV=1
GO:0016020	Protein DETOXIFICATION OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold44G00990 PE=3 SV=1
GO:0005763	Ribosomal protein S9 OS=Cucumis sativus OX=3659 GN=Csa_5G141060 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G141070 PE=4 SV=1
GO:0005634	SKP1-like protein 21 isoform X2 OS=Cucumis melo OX=3656 GN=LOC103482906 PE=3 SV=1
GO:0016630	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G141100 PE=4 SV=1
GO:0051301	Cell division cycle OS=Cucumis sativus OX=3659 GN=Csa_5G141120 PE=3 SV=1
GO:0007131	Protein DYAD OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold376G001100 PE=4 SV=1
GO:0016020	Aminotran_1_2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G141150 PE=4 SV=1
GO:0055028	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G141190 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G146200 PE=3 SV=1
GO:0005886	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G146210 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G146230 PE=3 SV=1
GO:0005768	Methyltransferase OS=Cucumis sativus OX=3659 GN=Csa_5G146240 PE=3 SV=1
GO:0016020	RING-type E3 ubiquitin transferase OS=Cucumis sativus OX=3659 GN=Csa_5G146260 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G146270 PE=4 SV=1
GO:0008270	PKS_ER domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G146280 PE=3 SV=1
GO:0003677	TF-B3 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G146310 PE=4 SV=1
GO:0005764	Alpha-L-fucosidase OS=Cucumis sativus OX=3659 GN=Csa_5G146320 PE=3 SV=1
GO:0046872	Heavy metal-associated isoprenylated plant protein 21-like OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold44G001280 PE=4 SV=1
GO:0016020	RING-CH-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G146840 PE=4 SV=1
GO:0005886	WAT1-related protein OS=Cucumis sativus OX=3659 GN=Csa_5G146850 PE=3 SV=1
GO:0005743	Mitochondrial import inner membrane translocase subunit OS=Cucumis sativus OX=3659 GN=Csa_5G146860 PE=3 SV=1
GO:0046872	Fe2OG dioxygenase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G146870 PE=3 SV=1
GO:0005762	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G146890 PE=3 SV=1
GO:0000139	Hexosyltransferase OS=Cucumis sativus OX=3659 GN=Csa_5G146900 PE=3 SV=1
GO:0016020	uncharacterized protein LOC103482874 OS=Cucumis melo OX=3656 GN=LOC103482874 PE=3 SV=1
GO:0008168	Methyltransferase FkbM family OS=Cucumis sativus OX=3659 GN=Csa_5G146920 PE=4 SV=1
GO:0009501	Starch synthase, chloroplastic/amyloplastic OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold376G001420 PE=3 SV=1
GO:0005886	(1-
GO:0004843	Ubiquitin carboxyl-terminal hydrolase OS=Cucumis sativus OX=3659 GN=Csa_5G146970 PE=3 SV=1
GO:0005829	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G147470 PE=3 SV=1
GO:0005634	NAC domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G148470 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G148500 PE=3 SV=1
GO:0016020	AB hydrolase-1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G148510 PE=4 SV=1
GO:0005829	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G148520 PE=3 SV=1
GO:0008126	AB hydrolase-1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G148530 PE=4 SV=1
GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G148570 PE=4 SV=1
GO:0005829	AIR synthase OS=Cucumis sativus OX=3659 GN=Csa_5G148580 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G148590 PE=4 SV=1
GO:0005634	Protein MYG1 OS=Cucumis sativus OX=3659 GN=Csa_5G148600 PE=3 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G148610 PE=3 SV=1
GO:0005737	Non-specific serine/threonine protein kinase OS=Cucumis sativus OX=3659 GN=Csa_5G148620 PE=4 SV=1
GO:0016567	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G148650 PE=4 SV=1
GO:0005634	Dof-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G148660 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G148680 PE=4 SV=1
GO:0005739	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G148690 PE=4 SV=1
GO:0009201	uncharacterized protein LOC103482843 isoform X1 OS=Cucumis melo OX=3656 GN=LOC103482843 PE=4 SV=1
GO:0005829	UDP-glucose 4-epimerase OS=Cucumis sativus OX=3659 GN=Csa_5G148720 PE=3 SV=1
GO:0005737	SUN domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G148760 PE=4 SV=1
GO:0005768	DCD domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G148780 PE=4 SV=1
GO:0005634	Auxin response factor OS=Cucumis sativus OX=3659 GN=Csa_5G148790 PE=3 SV=1
GO:0005840	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G148810 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G148820 PE=4 SV=1
GO:0005886	Bidirectional sugar transporter SWEET OS=Cucumis sativus OX=3659 GN=Csa_5G148830 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G149330 PE=3 SV=1
GO:0005737	Glutamine-dependent NAD(+) synthetase OS=Cucumis sativus OX=3659 GN=Csa_5G149340 PE=3 SV=1
GO:0005524	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G149840 PE=4 SV=1
GO:0005737	UBR-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G149850 PE=4 SV=1
GO:0009507	PRK domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G149860 PE=4 SV=1
GO:0016491	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_5G149870 PE=3 SV=1
GO:0016020	Trehalase OS=Cucumis sativus OX=3659 GN=Csa_5G149880 PE=3 SV=1
GO:0005576	Endoglucanase OS=Cucumis sativus OX=3659 GN=Csa_5G150400 PE=3 SV=1
GO:0016020	Abhydrolase_5 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_5G150440 PE=4 SV=1
